ROW_INDEX, NV_APL_DATE, NV_DAY_NUM, NV_PEOPLE_NUM, NV_PLACE_NM
項目,申請入山日期,天數,人數,前往山域
1,106年01月01日,1,2,合歡西峰(南投縣仁愛鄉)
2,106年01月01日,1,2,雪見(苗栗縣泰安鄉)
3,106年01月01日,1,2,雪見(苗栗縣泰安鄉)
4,106年01月01日,1,1,鳶嘴山(臺中市和平區)
5,106年01月01日,1,2,鳶嘴山(臺中市和平區)
6,106年01月01日,1,3,玉山前峰(嘉義縣阿里山鄉)
7,106年01月01日,1,2,雪見(苗栗縣泰安鄉)
8,106年01月01日,1,4,北插天山(桃園市復興區)
9,106年01月01日,1,2,塔蔓山(桃園市復興區)
10,106年01月01日,2,2,天池(南投縣仁愛鄉)
11,106年01月01日,1,1,鳶嘴山(臺中市和平區)
12,106年01月01日,1,3,北插天山(桃園市復興區)
13,106年01月01日,1,2,稍來山(臺中市和平區)
14,106年01月01日,2,9,松蘿湖(宜蘭縣大同鄉)
15,106年01月01日,1,2,稍來山(臺中市和平區)
16,106年01月01日,1,2,鳶嘴山(臺中市和平區)
17,106年01月01日,1,1,松蘿湖(宜蘭縣大同鄉)
18,106年01月01日,1,8,日湯真山(屏東縣泰武鄉)
19,106年01月01日,1,3,鳶嘴山(臺中市和平區)
20,106年01月01日,1,4,日湯真山(屏東縣泰武鄉)
21,106年01月01日,1,2,鳶嘴山(臺中市和平區)
22,106年01月01日,1,3,鳶嘴山(臺中市和平區)
23,106年01月01日,1,2,鳶嘴山(臺中市和平區)
24,106年01月01日,1,2,鳶嘴山(臺中市和平區)
25,106年01月01日,1,5,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
26,106年01月01日,1,34,養老(新竹縣尖石鄉)
27,106年01月01日,2,2,梅園村(苗栗縣泰安鄉)
28,106年01月01日,1,3,鳶嘴山(臺中市和平區)
29,106年01月01日,1,16,司馬庫斯古道(新竹縣尖石鄉)
30,106年01月01日,1,36,雪見(苗栗縣泰安鄉)
31,106年01月01日,1,4,稍來山(臺中市和平區)
32,106年01月01日,1,4,鳶嘴山(臺中市和平區)
33,106年01月01日,1,6,雪見(苗栗縣泰安鄉)
34,106年01月01日,1,10,鳶嘴山(臺中市和平區)
35,106年01月01日,1,6,橫嶺山(臺中市和平區)
36,106年01月01日,1,4,雪見(苗栗縣泰安鄉)
37,106年01月01日,1,8,鳶嘴山(臺中市和平區)
38,106年01月01日,1,5,稍來山(臺中市和平區)
39,106年01月01日,1,13,鳶嘴山(臺中市和平區)
40,106年01月01日,1,5,栗松溫泉(臺東縣海端鄉)
41,106年01月01日,1,2,稍來山(臺中市和平區)
42,106年01月01日,1,2,鳶嘴山(臺中市和平區)
43,106年01月01日,1,3,稍來山(臺中市和平區)
44,106年01月01日,1,5,稍來山(臺中市和平區)
45,106年01月01日,1,3,北坑溪古道(苗栗縣泰安鄉)
46,106年01月01日,1,5,鳶嘴山(臺中市和平區)
47,106年01月01日,1,2,鳶嘴山(臺中市和平區)
48,106年01月01日,1,2,鳶嘴山(臺中市和平區)
49,106年01月01日,1,1,白姑大山(臺中市和平區)
50,106年01月01日,1,2,稍來山(臺中市和平區)
51,106年01月01日,1,17,鳶嘴山(臺中市和平區)
52,106年01月01日,1,4,稍來山(臺中市和平區)
53,106年01月01日,1,4,栗松溫泉(臺東縣海端鄉)
54,106年01月01日,1,8,稍來山(臺中市和平區)
55,106年01月01日,1,1,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
56,106年01月01日,1,3,鳶嘴山(臺中市和平區)
57,106年01月01日,1,2,鳶嘴山(臺中市和平區)
58,106年01月01日,1,8,栗松溫泉(臺東縣海端鄉)
59,106年01月01日,1,2,鳶嘴山(臺中市和平區)
60,106年01月01日,1,3,鳶嘴山(臺中市和平區)
61,106年01月01日,1,2,栗松溫泉(臺東縣海端鄉)
62,106年01月01日,1,2,稍來山(臺中市和平區)
63,106年01月01日,1,2,日據越嶺古道瓦拉米(花蓮縣卓溪鄉)
64,106年01月01日,1,2,鳶嘴山(臺中市和平區)
65,106年01月01日,1,2,鳶嘴山(臺中市和平區)
66,106年01月01日,1,28,夫婦山雪霧鬧(桃園市復興區)
67,106年01月01日,1,13,鳶嘴山(臺中市和平區)
68,106年01月01日,1,2,鳶嘴山(臺中市和平區)
69,106年01月01日,1,4,雪見(苗栗縣泰安鄉)
70,106年01月01日,1,4,鳶嘴山(臺中市和平區)
71,106年01月01日,1,6,鳶嘴山(臺中市和平區)
72,106年01月01日,1,4,日湯真山(屏東縣泰武鄉)
73,106年01月01日,1,3,稍來山(臺中市和平區)
74,106年01月01日,1,3,鳶嘴山(臺中市和平區)
75,106年01月01日,1,5,稍來山(臺中市和平區)
76,106年01月01日,1,114,司馬庫斯古道(新竹縣尖石鄉)
77,106年01月01日,1,6,雪見(苗栗縣泰安鄉)
78,106年01月01日,2,2,小關山林道(高雄市桃源區)
79,106年01月01日,1,8,栗松溫泉(臺東縣海端鄉)
80,106年01月01日,1,3,雪見(苗栗縣泰安鄉)
81,106年01月01日,1,4,雪見(苗栗縣泰安鄉)
82,106年01月01日,1,18,雪見(苗栗縣泰安鄉)
83,106年01月01日,1,23,養老(新竹縣尖石鄉)
84,106年01月01日,1,32,鎮西堡(新竹縣尖石鄉)
85,106年01月01日,1,3,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
86,106年01月01日,1,4,鳶嘴山(臺中市和平區)
87,106年01月01日,2,77,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)/新光(新竹縣尖石鄉)
88,106年01月01日,1,13,砂婆澢溪(花蓮縣秀林鄉)
89,106年01月01日,1,2,鳶嘴山(臺中市和平區)
90,106年01月01日,1,1,北大武山(屏東縣泰武鄉)
91,106年01月01日,1,4,雪見(苗栗縣泰安鄉)
92,106年01月01日,1,2,稍來山(臺中市和平區)
93,106年01月01日,1,11,雪見(苗栗縣泰安鄉)
94,106年01月01日,1,4,雪見(苗栗縣泰安鄉)
95,106年01月01日,2,1,栗松溫泉(臺東縣海端鄉)
96,106年01月01日,1,3,鳶嘴山(臺中市和平區)
97,106年01月01日,1,4,雪見(苗栗縣泰安鄉)
98,106年01月01日,1,8,雪見(苗栗縣泰安鄉)
99,106年01月01日,1,46,鎮西堡(新竹縣尖石鄉)
100,106年01月01日,2,74,司馬庫斯古道(新竹縣尖石鄉)
101,106年01月01日,1,2,雪見(苗栗縣泰安鄉)
102,106年01月01日,1,60,司馬庫斯古道(新竹縣尖石鄉)
103,106年01月01日,1,2,浸水營古道(屏東縣春日鄉)/浸水營古道(臺東縣大武鄉)
104,106年01月01日,2,19,鎮西堡(新竹縣尖石鄉)
105,106年01月01日,1,2,力里山(屏東縣春日鄉)
106,106年01月01日,1,2,鳶嘴山(臺中市和平區)
107,106年01月01日,1,5,大漢山(屏東縣春日鄉)
108,106年01月01日,1,3,鳶嘴山(臺中市和平區)
109,106年01月01日,1,3,鳶嘴山(臺中市和平區)
110,106年01月01日,1,2,雪見(苗栗縣泰安鄉)
111,106年01月01日,1,2,鳶嘴山(臺中市和平區)
112,106年01月01日,1,3,雪見(苗栗縣泰安鄉)
113,106年01月01日,1,2,鳶嘴山(臺中市和平區)
114,106年01月01日,2,41,司馬庫斯古道(新竹縣尖石鄉)
115,106年01月01日,1,1,砂婆澢溪(花蓮縣秀林鄉)
116,106年01月01日,2,1,松蘿湖(宜蘭縣大同鄉)
117,106年01月01日,1,15,養老(新竹縣尖石鄉)
118,106年01月01日,1,2,鳶嘴山(臺中市和平區)
119,106年01月01日,1,18,司馬庫斯古道(新竹縣尖石鄉)
120,106年01月01日,1,18,鎮西堡(新竹縣尖石鄉)
121,106年01月01日,2,37,司馬庫斯古道(新竹縣尖石鄉)
122,106年01月01日,1,20,砂婆澢溪(花蓮縣秀林鄉)
123,106年01月01日,1,1,北大武山(屏東縣泰武鄉)
124,106年01月01日,2,25,司馬庫斯古道(新竹縣尖石鄉)
125,106年01月01日,2,52,鎮西堡(新竹縣尖石鄉)
126,106年01月01日,1,3,砂婆澢溪(花蓮縣秀林鄉)
127,106年01月01日,1,3,砂婆澢溪(花蓮縣秀林鄉)
128,106年01月01日,2,11,鎮西堡(新竹縣尖石鄉)/新光(新竹縣尖石鄉)
129,106年01月01日,5,1,司馬庫斯古道(新竹縣尖石鄉)
130,106年01月01日,2,20,司馬庫斯古道(新竹縣尖石鄉)
131,106年01月01日,1,2,砂婆澢溪(花蓮縣秀林鄉)
132,106年01月01日,1,3,稍來山(臺中市和平區)
133,106年01月01日,1,9,雪見(苗栗縣泰安鄉)
134,106年01月01日,1,8,雪見(苗栗縣泰安鄉)
135,106年01月01日,2,2,合歡北峰(南投縣仁愛鄉)/合歡西峰(南投縣仁愛鄉)
136,106年01月01日,1,6,雪見(苗栗縣泰安鄉)
137,106年01月01日,1,37,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)/養老(新竹縣尖石鄉)
138,106年01月01日,1,2,北大武山(屏東縣泰武鄉)
139,106年01月01日,1,2,大漢林道(屏東縣春日鄉)
140,106年01月01日,1,1,大漢山(屏東縣春日鄉)
141,106年01月01日,31,1,北大武山(屏東縣泰武鄉)
142,106年01月01日,2,21,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)/新光(新竹縣尖石鄉)/泰崗(新竹縣尖石鄉)/養老(新竹縣尖石鄉)
143,106年01月01日,1,751,霧台村(屏東縣霧臺鄉)
144,106年01月01日,1,604,霧台村(屏東縣霧臺鄉)
145,106年01月01日,1,500,霧台村(屏東縣霧臺鄉)
146,106年01月01日,1,500,霧台村(屏東縣霧臺鄉)
147,106年01月01日,2,8,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)
148,106年01月01日,1,12,澳花瀑布(宜蘭縣南澳鄉)
149,106年01月01日,2,8,司馬庫斯古道(新竹縣尖石鄉)
150,106年01月01日,1,11,北插天山(桃園市復興區)
151,106年01月01日,3,2,轆轆溫泉(臺東縣海端鄉)
152,106年01月01日,2,4,加羅湖(宜蘭縣大同鄉)
153,106年01月01日,2,3,100林道(宜蘭縣大同鄉)
154,106年01月01日,1,1,錐麓古道(花蓮縣秀林鄉)
155,106年01月01日,1,1,羊頭山(花蓮縣秀林鄉)
156,106年01月01日,2,3,能高越嶺(南投縣仁愛鄉)
157,106年01月01日,1,4,錐麓古道(花蓮縣秀林鄉)
158,106年01月01日,1,1,浸水營古道(屏東縣春日鄉)
159,106年01月01日,1,2,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
160,106年01月01日,2,4,玉山主峰(嘉義縣阿里山鄉)
161,106年01月01日,1,3,錐麓古道(花蓮縣秀林鄉)
162,106年01月01日,1,5,錐麓古道(花蓮縣秀林鄉)
163,106年01月01日,2,2,奇萊南峰 、南華山(南投縣仁愛鄉)
164,106年01月01日,3,20,合歡北峰(南投縣仁愛鄉)/合歡西峰(南投縣仁愛鄉)
165,106年01月01日,1,14,西巒大山(南投縣信義鄉)
166,106年01月01日,3,2,合歡群峰(南投縣仁愛鄉)
167,106年01月01日,1,4,西巒大山(南投縣信義鄉)
168,106年01月01日,1,5,錐麓古道(花蓮縣秀林鄉)
169,106年01月01日,3,5,北大武山(屏東縣泰武鄉)
170,106年01月01日,2,1,屏風山(花蓮縣秀林鄉)
171,106年01月01日,4,2,北大武山(屏東縣泰武鄉)
172,106年01月01日,5,5,瑪家村(屏東縣瑪家鄉)
173,106年01月01日,2,1,北大武山(屏東縣泰武鄉)
174,106年01月01日,4,2,北大武山(屏東縣泰武鄉)
175,106年01月01日,4,4,北大武山(屏東縣泰武鄉)
176,106年01月01日,5,1,檜谷山莊(屏東縣泰武鄉)
177,106年01月01日,7,1,檜谷山莊(屏東縣泰武鄉)
178,106年01月01日,7,1,檜谷山莊(屏東縣泰武鄉)
179,106年01月01日,7,1,檜谷山莊(屏東縣泰武鄉)
180,106年01月02日,1,8,西巒大山(南投縣信義鄉)
181,106年01月02日,1,1,東洗水山(苗栗縣泰安鄉)
182,106年01月02日,2,6,加羅湖(宜蘭縣大同鄉)
183,106年01月02日,1,4,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
184,106年01月02日,1,1,鳶嘴山(臺中市和平區)
185,106年01月02日,1,4,能高越嶺(南投縣仁愛鄉)
186,106年01月02日,5,1,玉山主峰(嘉義縣阿里山鄉)
187,106年01月02日,1,2,鳶嘴山(臺中市和平區)
188,106年01月02日,1,5,檜谷山莊(屏東縣泰武鄉)
189,106年01月02日,1,2,鳶嘴山(臺中市和平區)
190,106年01月02日,1,5,鳶嘴山(臺中市和平區)
191,106年01月02日,1,5,加羅湖(宜蘭縣大同鄉)
192,106年01月02日,1,7,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
193,106年01月02日,1,4,浸水營古道(屏東縣春日鄉)/浸水營古道(臺東縣大武鄉)
194,106年01月02日,1,4,鳶嘴山(臺中市和平區)
195,106年01月02日,1,2,稍來山(臺中市和平區)
196,106年01月02日,1,31,新光(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)/養老(新竹縣尖石鄉)/司馬庫斯古道(新竹縣尖石鄉)
197,106年01月02日,1,1,檜谷山莊(屏東縣泰武鄉)
198,106年01月02日,1,8,鳶嘴山(臺中市和平區)
199,106年01月02日,1,2,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
200,106年01月02日,1,4,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
201,106年01月02日,1,2,鳶嘴山(臺中市和平區)
202,106年01月02日,1,2,東洗水山(苗栗縣泰安鄉)
203,106年01月02日,1,5,鳶嘴山(臺中市和平區)
204,106年01月02日,1,4,雪見(苗栗縣泰安鄉)
205,106年01月02日,1,3,鳶嘴山(臺中市和平區)
206,106年01月02日,1,2,檜谷山莊(屏東縣泰武鄉)
207,106年01月02日,1,2,錐麓古道(花蓮縣秀林鄉)
208,106年01月02日,1,4,砂婆澢溪(花蓮縣秀林鄉)
209,106年01月02日,1,5,鳶嘴山(臺中市和平區)
210,106年01月02日,1,6,鳶嘴山(臺中市和平區)
211,106年01月02日,1,3,鳶嘴山(臺中市和平區)
212,106年01月02日,1,3,雪見(苗栗縣泰安鄉)
213,106年01月02日,1,5,鳶嘴山(臺中市和平區)
214,106年01月02日,1,9,大漢林道(屏東縣春日鄉)
215,106年01月02日,1,2,稍來山(臺中市和平區)
216,106年01月02日,1,2,松蘿湖(宜蘭縣大同鄉)
217,106年01月02日,1,5,鳶嘴山(臺中市和平區)
218,106年01月02日,1,7,錐麓古道(花蓮縣秀林鄉)
219,106年01月02日,1,2,鳶嘴山(臺中市和平區)
220,106年01月02日,1,4,橫流溪(臺中市和平區)
221,106年01月02日,1,3,北插天山(桃園市復興區)
222,106年01月02日,1,2,福山村(新北市烏來區)
223,106年01月02日,1,4,鳶嘴山(臺中市和平區)
224,106年01月02日,1,2,錐麓古道(花蓮縣秀林鄉)
225,106年01月02日,1,3,鳶嘴山(臺中市和平區)
226,106年01月02日,1,40,雪見(苗栗縣泰安鄉)
227,106年01月02日,1,3,鳶嘴山(臺中市和平區)
228,106年01月02日,1,13,鳶嘴山(臺中市和平區)
229,106年01月02日,1,5,鳶嘴山(臺中市和平區)
230,106年01月02日,1,1,錐麓古道(花蓮縣秀林鄉)
231,106年01月02日,1,1,鳶嘴山(臺中市和平區)
232,106年01月02日,1,2,錐麓古道(花蓮縣秀林鄉)
233,106年01月02日,1,44,雪見(苗栗縣泰安鄉)
234,106年01月02日,1,2,鳶嘴山(臺中市和平區)
235,106年01月02日,1,8,錐麓古道(花蓮縣秀林鄉)
236,106年01月02日,1,3,鳶嘴山(臺中市和平區)
237,106年01月02日,1,18,中興村(苗栗縣泰安鄉)
238,106年01月02日,1,4,鳶嘴山(臺中市和平區)
239,106年01月02日,1,2,大同部落(花蓮縣秀林鄉)
240,106年01月02日,1,2,錐麓古道(花蓮縣秀林鄉)
241,106年01月02日,1,2,雪見(苗栗縣泰安鄉)
242,106年01月02日,1,3,雪見(苗栗縣泰安鄉)
243,106年01月02日,91,4,白賓山(屏東縣瑪家鄉)
244,106年01月02日,1,2,雪見(苗栗縣泰安鄉)
245,106年01月02日,1,2,雪見(苗栗縣泰安鄉)
246,106年01月02日,2,6,合歡群峰(南投縣仁愛鄉)
247,106年01月02日,1,1,稍來山(臺中市和平區)
248,106年01月02日,1,7,雪見(苗栗縣泰安鄉)
249,106年01月02日,1,9,澳花瀑布(宜蘭縣南澳鄉)
250,106年01月02日,5,1,玉山群峰(嘉義縣阿里山鄉)
251,106年01月02日,1,11,澳花瀑布(宜蘭縣南澳鄉)
252,106年01月02日,1,1,鳶嘴山(臺中市和平區)
253,106年01月02日,1,2,鳶嘴山(臺中市和平區)
254,106年01月02日,1,3,鳶嘴山(臺中市和平區)
255,106年01月02日,1,2,稍來山(臺中市和平區)
256,106年01月02日,1,1,大同部落(花蓮縣秀林鄉)
257,106年01月02日,1,4,鳶嘴山(臺中市和平區)
258,106年01月02日,1,2,鳶嘴山(臺中市和平區)
259,106年01月02日,2,2,玉山主北峰(嘉義縣阿里山鄉)
260,106年01月02日,3,7,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)
261,106年01月02日,3,7,鎮西堡(新竹縣尖石鄉)/司馬庫斯古道(新竹縣尖石鄉)
262,106年01月02日,3,7,鎮西堡(新竹縣尖石鄉)/司馬庫斯古道(新竹縣尖石鄉)
263,106年01月02日,1,5,鳶嘴山(臺中市和平區)
264,106年01月02日,1,2,鳶嘴山(臺中市和平區)
265,106年01月02日,1,3,鳶嘴山(臺中市和平區)
266,106年01月02日,3,2,合歡西北峰(南投縣仁愛鄉)
267,106年01月02日,1,6,瑞穗林道(花蓮縣卓溪鄉)
268,106年01月02日,1,3,浸水營古道(屏東縣春日鄉)
269,106年01月02日,1,1,錐麓古道(花蓮縣秀林鄉)
270,106年01月02日,1,8,司馬庫斯古道(新竹縣尖石鄉)
271,106年01月02日,1,7,司馬庫斯古道(新竹縣尖石鄉)
272,106年01月02日,1,8,司馬庫斯古道(新竹縣尖石鄉)
273,106年01月02日,1,7,司馬庫斯古道(新竹縣尖石鄉)
274,106年01月02日,1,8,司馬庫斯古道(新竹縣尖石鄉)
275,106年01月02日,1,9,司馬庫斯古道(新竹縣尖石鄉)
276,106年01月02日,1,13,司馬庫斯古道(新竹縣尖石鄉)
277,106年01月02日,1,14,司馬庫斯古道(新竹縣尖石鄉)
278,106年01月02日,1,11,司馬庫斯古道(新竹縣尖石鄉)
279,106年01月02日,2,21,司馬庫斯古道(新竹縣尖石鄉)
280,106年01月02日,2,2,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)
281,106年01月02日,1,9,鎮西堡(新竹縣尖石鄉)
282,106年01月02日,1,19,養老(新竹縣尖石鄉)
283,106年01月02日,2,4,新光(新竹縣尖石鄉)
284,106年01月02日,3,3,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)
285,106年01月02日,1,4,司馬庫斯古道(新竹縣尖石鄉)
286,106年01月02日,1,3,鎮西堡(新竹縣尖石鄉)
287,106年01月02日,1,383,屏東縣霧台鄉各村(屏東縣霧臺鄉)
288,106年01月02日,1,382,屏東縣霧台鄉各村(屏東縣霧臺鄉)
289,106年01月02日,1,387,屏東縣霧台鄉各村(屏東縣霧臺鄉)
290,106年01月02日,1,9,司馬限林道(苗栗縣泰安鄉)
291,106年01月02日,4,2,雪山主東峰(臺中市和平區)/雪山北峰(苗栗縣泰安鄉)
292,106年01月02日,2,4,司馬庫斯古道(新竹縣尖石鄉)
293,106年01月02日,1,12,羊頭山(花蓮縣秀林鄉)
294,106年01月02日,2,2,加羅湖(宜蘭縣大同鄉)
295,106年01月02日,1,2,檜谷山莊(屏東縣泰武鄉)
296,106年01月02日,5,6,屏風山(花蓮縣秀林鄉)/白姑大山(臺中市和平區)/白姑大山(南投縣仁愛鄉)
297,106年01月02日,1,2,北大武山(屏東縣泰武鄉)
298,106年01月02日,1,8,西巒大山(南投縣信義鄉)
299,106年01月02日,3,2,雪山主東峰(臺中市和平區)
300,106年01月02日,3,7,北大武山(屏東縣泰武鄉)
301,106年01月02日,1,2,奇萊主山(南投縣仁愛鄉)
302,106年01月02日,1,14,加羅湖(宜蘭縣大同鄉)
303,106年01月02日,1,4,鳶嘴山(臺中市和平區)
304,106年01月02日,1,1,檜谷山莊(屏東縣泰武鄉)
305,106年01月02日,1,5,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
306,106年01月02日,2,3,檜谷山莊(屏東縣泰武鄉)
307,106年01月02日,2,9,奇萊南峰 、南華山(南投縣仁愛鄉)
308,106年01月02日,3,1,北大武山(屏東縣泰武鄉)
309,106年01月02日,2,1,八通關山(南投縣信義鄉)
310,106年01月02日,3,2,轆轆溫泉(臺東縣海端鄉)
311,106年01月02日,1,1,檜谷山莊(屏東縣泰武鄉)
312,106年01月02日,2,2,奇萊南峰 、南華山(南投縣仁愛鄉)/屯原(南投縣仁愛鄉)/能高越嶺(南投縣仁愛鄉)
313,106年01月02日,2,2,玉山主峰(嘉義縣阿里山鄉)
314,106年01月02日,1,4,錐麓古道(花蓮縣秀林鄉)
315,106年01月02日,4,5,司馬庫斯古道(新竹縣尖石鄉)/梅花村(新竹縣尖石鄉)
316,106年01月02日,1,4,北大武山(屏東縣泰武鄉)
317,106年01月02日,1,1,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
318,106年01月02日,2,2,玉山主西峰(嘉義縣阿里山鄉)
319,106年01月02日,2,2,奇萊南峰 、南華山(南投縣仁愛鄉)
320,106年01月02日,1,8,錐麓古道(花蓮縣秀林鄉)
321,106年01月02日,2,8,畢祿山(南投縣仁愛鄉)/畢祿山(花蓮縣秀林鄉)
322,106年01月02日,1,9,錐麓古道(花蓮縣秀林鄉)
323,106年01月02日,2,4,100林道(宜蘭縣大同鄉)
324,106年01月02日,7,5,北大武山(屏東縣泰武鄉)
325,106年01月02日,1,2,武界(南投縣仁愛鄉)
326,106年01月02日,2,2,西巒大山(南投縣信義鄉)
327,106年01月02日,4,1,北大武山(屏東縣泰武鄉)
328,106年01月02日,1,13,錐麓古道(花蓮縣秀林鄉)
329,106年01月02日,2,11,武界(南投縣仁愛鄉)
330,106年01月02日,2,28,觀霧(苗栗縣泰安鄉)/大鹿林道(苗栗縣泰安鄉)
331,106年01月02日,1,9,錐麓古道(花蓮縣秀林鄉)
332,106年01月02日,3,1,白姑大山(南投縣仁愛鄉)
333,106年01月02日,1,5,北插天山(桃園市復興區)
334,106年01月02日,7,7,能高安東軍山(南投縣仁愛鄉)/能高安東軍山(花蓮縣萬榮鄉)/能高越嶺(南投縣仁愛鄉)
335,106年01月02日,3,4,北大武山(屏東縣泰武鄉)
336,106年01月02日,1,2,霧台村(屏東縣霧臺鄉)
337,106年01月02日,2,7,北大武山(屏東縣泰武鄉)
338,106年01月02日,1,10,錐麓古道(花蓮縣秀林鄉)
339,106年01月02日,1,2,法治村(南投縣仁愛鄉)
340,106年01月02日,3,4,屏風山(花蓮縣秀林鄉)
341,106年01月02日,1,3,北大武山(屏東縣泰武鄉)
342,106年01月02日,2,2,北大武山(屏東縣泰武鄉)
343,106年01月02日,2,4,宇老(新竹縣尖石鄉)/泰崗(新竹縣尖石鄉)/秀巒村(新竹縣尖石鄉)/秀巒溫泉(新竹縣尖石鄉)
344,106年01月02日,3,2,北大武山(屏東縣泰武鄉)
345,106年01月02日,1,12,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
346,106年01月02日,1,2,錐麓古道(花蓮縣秀林鄉)
347,106年01月02日,1,1,日據越嶺古道瓦拉米(花蓮縣卓溪鄉)
348,106年01月02日,3,2,南湖大山(臺中市和平區)
349,106年01月02日,1,1,合歡西峰(南投縣仁愛鄉)
350,106年01月02日,2,1,轆轆溫泉(臺東縣海端鄉)
351,106年01月03日,1,2,北大武山(屏東縣泰武鄉)
352,106年01月03日,1,1,檜谷山莊(屏東縣泰武鄉)
353,106年01月03日,1,1,鳶嘴山(臺中市和平區)
354,106年01月03日,1,2,鳶嘴山(臺中市和平區)
355,106年01月03日,1,4,鳶嘴山(臺中市和平區)
356,106年01月03日,1,1,錐麓古道(花蓮縣秀林鄉)
357,106年01月03日,1,1,鳶嘴山(臺中市和平區)
358,106年01月03日,1,3,鳶嘴山(臺中市和平區)
359,106年01月03日,1,4,砂婆澢溪(花蓮縣秀林鄉)
360,106年01月03日,1,2,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
361,106年01月03日,91,1,瑪家村(屏東縣瑪家鄉)
362,106年01月03日,1,1,雪見(苗栗縣泰安鄉)
363,106年01月03日,1,8,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
364,106年01月03日,1,22,鳶嘴山(臺中市和平區)/稍來山(臺中市和平區)
365,106年01月03日,1,2,錐麓古道(花蓮縣秀林鄉)
366,106年01月03日,1,2,雪見(苗栗縣泰安鄉)
367,106年01月03日,1,4,瑪家村(屏東縣瑪家鄉)
368,106年01月03日,1,18,稍來山(臺中市和平區)
369,106年01月03日,1,4,瑪家村(屏東縣瑪家鄉)
370,106年01月03日,90,34,瑪家村(屏東縣瑪家鄉)/霧台村(屏東縣霧臺鄉)
371,106年01月03日,1,2,雪見(苗栗縣泰安鄉)
372,106年01月03日,1,2,鳶嘴山(臺中市和平區)
373,106年01月03日,1,1,鳶嘴山(臺中市和平區)
374,106年01月03日,1,3,大鹿林道(苗栗縣泰安鄉)
375,106年01月03日,1,174,霧台村(屏東縣霧臺鄉)
376,106年01月03日,1,25,檜谷山莊(屏東縣泰武鄉)
377,106年01月03日,2,2,合歡群峰(南投縣仁愛鄉)
378,106年01月03日,3,2,鎮西堡(新竹縣尖石鄉)/司馬庫斯古道(新竹縣尖石鄉)
379,106年01月03日,3,2,鎮西堡(新竹縣尖石鄉)/司馬庫斯古道(新竹縣尖石鄉)
380,106年01月03日,2,2,新光(新竹縣尖石鄉)
381,106年01月03日,2,48,司馬庫斯古道(新竹縣尖石鄉)
382,106年01月03日,1,8,養老(新竹縣尖石鄉)
383,106年01月03日,1,21,鎮西堡(新竹縣尖石鄉)
384,106年01月03日,1,126,霧台村(屏東縣霧臺鄉)
385,106年01月03日,2,2,司馬庫斯古道(新竹縣尖石鄉)
386,106年01月03日,2,12,司馬庫斯古道(新竹縣尖石鄉)
387,106年01月03日,3,32,司馬庫斯古道(新竹縣尖石鄉)/鎮西堡(新竹縣尖石鄉)
388,106年01月03日,1,5,司馬庫斯古道(新竹縣尖石鄉)
389,106年01月03日,2,5,司馬庫斯古道(新竹縣尖石鄉)
390,106年01月03日,2,5,司馬庫斯古道(新竹縣尖石鄉)
391,106年01月03日,1,8,司馬庫斯古道(新竹縣尖石鄉)
392,106年01月03日,2,4,司馬庫斯古道(新竹縣尖石鄉)
393,106年01月03日,1,1,錐麓古道(花蓮縣秀林鄉)
394,106年01月03日,3,2,瓦拉米(花蓮縣卓溪鄉)
395,106年01月03日,1,2,八通關古道(南投縣信義鄉)
396,106年01月03日,2,2,合歡西北峰(南投縣仁愛鄉)
397,106年01月03日,3,4,奇萊南峰 、南華山(南投縣仁愛鄉)/天池(南投縣仁愛鄉)/屯原(南投縣仁愛鄉)
398,106年01月03日,1,1,檜谷山莊(屏東縣泰武鄉)
399,106年01月03日,1,2,人倫林道(南投縣信義鄉)/西巒大山(南投縣信義鄉)
400,106年01月03日,1,2,西巒大山(南投縣信義鄉)
401,106年01月03日,4,2,奇萊南峰 、南華山(南投縣仁愛鄉)
402,106年01月03日,1,2,法治村(南投縣仁愛鄉)
403,106年01月03日,1,5,鳶嘴山(臺中市和平區)
